"Wavelength","BG18",      "BG25",      "BG3",       "BG36",      "BG38",      "BG39",      "BG40",      "BG42",      "BG47",      "BG55",      "BG59",      "BG60",      "BG60HT",    "BG61",      "BG62",      "BG62HT",    "BG63",      "BG64",      "BG66",      "BG66HS",    "BG67",      "BG67HT",    "BG7",       "GG395",     "GG400",     "GG420",     "GG435",     "GG455",     "GG475",     "GG495",     "KG1",       "KG2",       "KG3",       "KG5",       "N-WG205",   "N-WG280",   "N-WG295",   "N-WG305",   "N-WG320",   "N-WG360",   "NG1",       "NG11",      "NG3",       "NG4",       "NG5",       "NG9",       "OG515",     "OG530",     "OG550",     "OG570",     "OG590",     "RG1000",    "RG610",     "RG630",     "RG645",     "RG665",     "RG695",     "RG715",     "RG780",     "RG830",     "RG850",     "RG9",       "RG905",     "S7000",     "S7005",     "S7010N",    "S8008G",    "S8022",     "S8023",     "S8612",     "S8802",     "S8806A",    "S8808",     "S8809",     "S8851",     "UG1",       "UG11",      "UG2A",      "UG5",       "VG20",      "VG9"
1100,        0.0005023,   0.435,       0.6665,      0.9947,      0.06593,     0.0003264,   0.01533,     0.0004963,   1e-05,       0.0005093,   1e-05,       0.001992,    0.002177,    0.009044,    0.000739,    0.0007708,   0.1621,      0.4553,      0.0002196,   0.0002451,   2.071e-05,   1e-05,       0.044,       0.9365,      0.9491,      0.9465,      0.939,       0.9353,      0.9404,      0.9352,      0.009948,    0.09099,     0.0002334,   1.875e-05,   1.0,         0.9999,      0.9999,      0.9999,      0.9997,      0.9974,      0.01444,     0.624,       0.2034,      0.286,       0.3794,      0.125,       0.9408,      0.9474,      0.9486,      0.9457,      0.9408,      0.7917,      0.9632,      0.9585,      0.9605,      0.976,       0.9736,      0.9819,      0.9944,      0.9971,      0.9905,      0.1124,      0.7396,      0.9973,      0.9151,      0.7904,      0.3535,      1e-05,       1e-05,       0.000349,    0.1335,      0.9956,      0.6066,      0.4965,      0.7593,      0.03919,     0.04897,     0.02523,     0.7118,      1e-05,       0.1745
1110,        0.0005957,   0.4263,      0.6152,      0.9956,      0.07111,     0.000412,    0.01712,     0.0006033,   1e-05,       0.0006294,   1e-05,       0.002416,    0.002626,    0.01045,     0.0009134,   0.0009495,   0.1714,      0.4666,      0.0002858,   0.0003149,   2.923e-05,   1.392e-05,   0.04807,     0.9365,      0.9491,      0.9465,      0.939,       0.9353,      0.9404,      0.9352,      0.00941,     0.08975,     0.0002163,   1.667e-05,   1.0,         0.9999,      0.9999,      0.9999,      0.9998,      0.997,       0.0158,      0.6254,      0.2054,      0.2882,      0.3808,      0.1273,      0.9408,      0.9474,      0.9486,      0.9458,      0.9408,      0.808,       0.9633,      0.9586,      0.9606,      0.9762,      0.9738,      0.982,       0.9944,      0.9971,      0.9909,      0.08093,     0.7055,      0.9972,      0.9401,      0.8478,      0.365,       1e-05,       1e-05,       0.0004398,   0.1334,      0.9973,      0.6152,      0.5084,      0.7978,      0.03721,     0.04608,     0.02269,     0.6962,      1.392e-05,   0.1824
1120,        0.0007145,   0.416,       0.568,       0.9965,      0.07524,     0.0005116,   0.01901,     0.0007275,   1e-05,       0.0007757,   1e-05,       0.002902,    0.003188,    0.0121,      0.001135,    0.001194,    0.1806,      0.4786,      0.0003654,   0.00039,     3.952e-05,   1.999e-05,   0.0522,      0.9366,      0.9491,      0.9465,      0.9389,      0.9353,      0.9404,      0.9352,      0.008986,    0.08844,     0.0001828,   1.5e-05,     1.0,         0.9999,      0.9999,      0.9999,      0.9998,      0.9965,      0.01615,     0.6266,      0.2077,      0.2902,      0.3812,      0.1295,      0.9408,      0.9475,      0.9487,      0.9458,      0.9409,      0.8226,      0.9635,      0.9587,      0.9608,      0.9764,      0.974,       0.9822,      0.9944,      0.9972,      0.9914,      0.05559,     0.6691,      0.9975,      0.9671,      0.9123,      0.3779,      1e-05,       1e-05,       0.0005462,   0.1331,      0.9982,      0.6238,      0.52,        0.8142,      0.03533,     0.043,       0.02075,     0.6834,      1.999e-05,   0.1907
1130,        0.0008591,   0.4069,      0.5247,      0.9973,      0.08054,     0.0006423,   0.02123,     0.0008722,   1e-05,       0.0009532,   1e-05,       0.003528,    0.003874,    0.01412,     0.001415,    0.001417,    0.1912,      0.4896,      0.0004675,   0.0005114,   5.505e-05,   2.837e-05,   0.0563,      0.9366,      0.9491,      0.9465,      0.939,       0.9354,      0.9405,      0.9353,      0.008642,    0.08715,     0.0001729,   1.37e-05,    1.0,         0.9999,      0.9999,      0.9999,      0.9998,      0.9974,      0.0172,      0.6278,      0.21,        0.2924,      0.3816,      0.1318,      0.9408,      0.9476,      0.9488,      0.9459,      0.941,       0.835,       0.9636,      0.9589,      0.961,       0.9766,      0.9743,      0.9823,      0.9945,      0.9973,      0.9918,      0.03853,     0.6316,      0.9976,      0.9868,      0.9613,      0.3891,      1e-05,       1e-05,       0.0006882,   0.1331,      0.9988,      0.6326,      0.5308,      0.7717,      0.03286,     0.03948,     0.01906,     0.6725,      2.837e-05,   0.2013
1140,        0.001056,    0.3915,      0.48,        0.9979,      0.08631,     0.0007952,   0.02354,     0.001095,    1e-05,       0.001167,    1e-05,       0.004192,    0.004603,    0.01599,     0.001732,    0.001889,    0.2015,      0.5017,      0.0005998,   0.0006304,   7.511e-05,   3.755e-05,   0.06164,     0.9367,      0.9492,      0.9466,      0.9391,      0.9355,      0.9406,      0.9355,      0.00836,     0.086,       0.0001649,   1.239e-05,   1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.9967,      0.01811,     0.629,       0.2124,      0.2945,      0.3821,      0.134,       0.9409,      0.9477,      0.9489,      0.9461,      0.9411,      0.8459,      0.9637,      0.959,       0.9611,      0.9768,      0.9745,      0.9825,      0.9945,      0.9973,      0.9923,      0.02454,     0.593,       0.9974,      0.9942,      0.9799,      0.4021,      1e-05,       1e-05,       0.0008525,   0.1334,      0.9994,      0.6399,      0.5419,      0.6787,      0.03046,     0.03666,     0.01742,     0.6615,      3.755e-05,   0.2079
1150,        0.00126,     0.3759,      0.4319,      0.9981,      0.09319,     0.0009899,   0.02665,     0.001277,    1e-05,       0.001424,    1e-05,       0.004976,    0.005383,    0.01819,     0.002149,    0.00219,     0.2122,      0.5137,      0.0007406,   0.0008148,   0.000102,    5.176e-05,   0.06717,     0.9368,      0.9493,      0.9467,      0.9392,      0.9356,      0.9407,      0.9356,      0.008157,    0.0847,      0.0001586,   1.109e-05,   1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.9975,      0.01976,     0.6304,      0.2149,      0.2968,      0.3827,      0.1364,      0.9411,      0.9478,      0.949,       0.9462,      0.9413,      0.8561,      0.9639,      0.9592,      0.9613,      0.977,       0.9747,      0.9827,      0.9945,      0.9974,      0.9927,      0.01553,     0.5546,      0.9975,      0.9941,      0.9797,      0.4136,      1e-05,       1e-05,       0.001056,    0.1341,      0.9997,      0.6475,      0.5532,      0.608,       0.02892,     0.03325,     0.0163,      0.6444,      5.176e-05,   0.2184
1160,        0.001624,    0.3598,      0.3884,      0.9979,      0.09869,     0.001222,    0.03051,     0.001563,    1e-05,       0.001739,    1e-05,       0.005967,    0.006519,    0.02144,     0.00262,     0.002656,    0.224,       0.5248,      0.0009407,   0.001017,    0.0001362,   7.067e-05,   0.07262,     0.9369,      0.9494,      0.9468,      0.9394,      0.9357,      0.9408,      0.9357,      0.00795,     0.0835,      0.000151,    1.007e-05,   1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.997,       0.02103,     0.6318,      0.2175,      0.2991,      0.3835,      0.1389,      0.9413,      0.9479,      0.9491,      0.9464,      0.9414,      0.8656,      0.9641,      0.9594,      0.9616,      0.9772,      0.975,       0.9828,      0.9945,      0.9975,      0.9931,      0.0096,      0.5149,      0.9975,      0.9905,      0.9701,      0.4259,      1e-05,       1e-05,       0.001303,    0.1353,      0.9997,      0.6552,      0.5639,      0.6624,      0.02682,     0.0297,      0.01523,     0.6248,      7.067e-05,   0.2273
1170,        0.00194,     0.3452,      0.3432,      0.9974,      0.1044,      0.001508,    0.0335,      0.001864,    1e-05,       0.002078,    1e-05,       0.007049,    0.007711,    0.02359,     0.003235,    0.00328,     0.2349,      0.537,       0.001191,    0.001283,    0.0001856,   0.0001026,   0.0781,      0.9371,      0.9496,      0.9469,      0.9395,      0.9358,      0.9409,      0.9359,      0.00775,     0.08252,     0.0001379,   1e-05,       1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.9974,      0.02212,     0.6335,      0.2202,      0.3016,      0.3845,      0.1414,      0.9414,      0.948,       0.9492,      0.9465,      0.9416,      0.8739,      0.9644,      0.9596,      0.9618,      0.9775,      0.9752,      0.983,       0.9945,      0.9976,      0.9935,      0.006124,    0.4769,      0.9976,      0.9826,      0.9496,      0.4384,      1e-05,       1e-05,       0.0016,      0.1361,      0.9992,      0.6624,      0.575,       0.7053,      0.02601,     0.02691,     0.01438,     0.6122,      0.0001026,   0.2372
1180,        0.002299,    0.328,       0.3081,      0.9966,      0.1113,      0.001853,    0.03747,     0.002255,    1.128e-05,   0.002505,    1e-05,       0.008166,    0.008976,    0.02664,     0.003803,    0.003977,    0.2467,      0.5479,      0.001473,    0.001561,    0.0002399,   0.0001293,   0.08353,     0.9372,      0.9497,      0.947,       0.9397,      0.936,       0.9411,      0.936,       0.00758,     0.0815,      0.0001201,   1e-05,       1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.9979,      0.02265,     0.6353,      0.2232,      0.3042,      0.3858,      0.144,       0.9416,      0.9481,      0.9493,      0.9467,      0.9418,      0.8816,      0.9646,      0.9598,      0.9621,      0.9777,      0.9755,      0.9832,      0.9946,      0.9976,      0.9939,      0.00389,     0.4398,      0.9975,      0.9653,      0.9061,      0.4488,      1e-05,       1e-05,       0.001949,    0.1373,      0.9987,      0.6697,      0.584,       0.6737,      0.02411,     0.02354,     0.01343,     0.5947,      0.0001293,   0.246
1190,        0.002572,    0.3108,      0.2727,      0.9956,      0.1198,      0.002274,    0.04112,     0.002633,    1.573e-05,   0.003047,    1e-05,       0.009653,    0.01032,     0.03013,     0.004695,    0.004816,    0.2591,      0.5602,      0.001816,    0.001978,    0.0003271,   0.0001808,   0.08971,     0.9374,      0.9499,      0.9472,      0.9399,      0.9363,      0.9413,      0.9362,      0.007453,    0.0807,      0.0001309,   1e-05,       1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.9975,      0.02446,     0.6375,      0.2263,      0.3069,      0.3875,      0.1469,      0.9418,      0.9482,      0.9495,      0.9469,      0.942,       0.8879,      0.9649,      0.9601,      0.9624,      0.978,       0.9758,      0.9834,      0.9946,      0.9977,      0.9943,      0.0025,      0.4054,      0.9978,      0.9252,      0.8117,      0.4617,      1e-05,       1e-05,       0.002376,    0.1387,      0.9971,      0.6766,      0.5946,      0.6053,      0.02337,     0.02064,     0.01285,     0.5762,      0.0001808,   0.2562
1200,        0.003303,    0.2943,      0.2412,      0.9946,      0.1258,      0.002781,    0.04588,     0.003171,    2.24e-05,    0.00366,     1e-05,       0.01142,     0.01224,     0.03407,     0.005724,    0.005792,    0.2726,      0.5719,      0.002301,    0.002514,    0.0004258,   0.0002372,   0.09577,     0.9376,      0.9501,      0.9474,      0.9401,      0.9365,      0.9415,      0.9364,      0.00735,     0.08005,     0.0001227,   1e-05,       1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.9974,      0.026,       0.64,        0.23,        0.31,        0.39,        0.1501,      0.9421,      0.9484,      0.9496,      0.947,       0.9421,      0.894,       0.9652,      0.9604,      0.9628,      0.9783,      0.9761,      0.9836,      0.9947,      0.9978,      0.9946,      0.001611,    0.3741,      0.9976,      0.8493,      0.6513,      0.4725,      1e-05,       1e-05,       0.002905,    0.1407,      0.9943,      0.6835,      0.6036,      0.5074,      0.02243,     0.01775,     0.01239,     0.56,        0.0002372,   0.2644
1250,        0.0075,      0.2318,      0.1462,      0.995,       0.1715,      0.007276,    0.0745,      0.00738,     0.0001173,   0.00867,     1e-05,       0.024,       0.02586,     0.05972,     0.01361,     0.0142,      0.3398,      0.6292,      0.006219,    0.006007,    0.001575,    0.0009582,   0.1317,      0.9391,      0.9512,      0.9484,      0.9413,      0.9381,      0.943,       0.9382,      0.0072,      0.07868,     0.0001188,   1e-05,       1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.9975,      0.0348,      0.6616,      0.2532,      0.3276,      0.4075,      0.1686,      0.9434,      0.9496,      0.9507,      0.9483,      0.9434,      0.9176,      0.9666,      0.9619,      0.9644,      0.9797,      0.9775,      0.9846,      0.9948,      0.9983,      0.996,       0.0002518,   0.261,       0.9977,      0.8438,      0.6393,      0.5288,      1e-05,       1e-05,       0.007369,    0.1512,      0.9918,      0.7141,      0.6515,      0.5581,      0.0202,      0.0088,      0.0113,      0.4893,      0.0009582,   0.3044
1300,        0.0176,      0.22,        0.12,        0.989,       0.2281,      0.01708,     0.12,        0.01533,     0.0005203,   0.02062,     5.93e-05,    0.04588,     0.0489,      0.09768,     0.02886,     0.02938,     0.4115,      0.6842,      0.01501,     0.01525,     0.004935,    0.003153,    0.1713,      0.9414,      0.9533,      0.9504,      0.9434,      0.9402,      0.9453,      0.9407,      0.00757,     0.08103,     0.0001322,   1e-05,       1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.9975,      0.0483,      0.68,        0.28,        0.3533,      0.44,        0.198,       0.9454,      0.9515,      0.9525,      0.9503,      0.9457,      0.9335,      0.9685,      0.9638,      0.9662,      0.9814,      0.9793,      0.986,       0.995,       0.9989,      0.9973,      0.0001782,   0.2294,      0.9977,      0.9545,      0.8795,      0.5811,      1e-05,       1e-05,       0.01688,     0.1606,      0.9964,      0.7438,      0.6941,      0.8846,      0.02134,     0.00547,     0.01398,     0.4429,      0.003153,    0.35
1350,        0.0327,      0.2496,      0.1406,      0.8689,      0.2931,      0.03605,     0.1762,      0.03166,     0.001934,    0.04003,     0.0003273,   0.07977,     0.08439,     0.1471,      0.05506,     0.05598,     0.4843,      0.7313,      0.03166,     0.03121,     0.01287,     0.008739,    0.2151,      0.9443,      0.9555,      0.9531,      0.9464,      0.9434,      0.9481,      0.9435,      0.00849,     0.0855,      0.0001495,   1.05e-05,    1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.9969,      0.0623,      0.703,       0.311,       0.3855,      0.4676,      0.2268,      0.9479,      0.9537,      0.9547,      0.9529,      0.9485,      0.9438,      0.9708,      0.9664,      0.9684,      0.9832,      0.9814,      0.9877,      0.9951,      0.9997,      0.9984,      0.0003698,   0.2554,      0.9988,      0.8013,      0.556,       0.628,       1e-05,       1e-05,       0.035,       0.1656,      0.9802,      0.7714,      0.7265,      0.5817,      0.02534,     0.00459,     0.02031,     0.4351,      0.008739,    0.4
1400,        0.06,        0.2751,      0.15,        0.513,       0.36,        0.06784,     0.24,        0.05808,     0.006071,    0.07197,     0.001361,    0.1268,      0.1324,      0.211,       0.09391,     0.0947,      0.5477,      0.7753,      0.05986,     0.05831,     0.02625,     0.02078,     0.2635,      0.9433,      0.9545,      0.9522,      0.9466,      0.944,       0.9481,      0.9441,      0.00984,     0.0925,      0.0002072,   1.549e-05,   0.9929,      0.9993,      0.9985,      0.997,       0.9975,      0.9942,      0.0781,      0.7285,      0.34,        0.4185,      0.5,         0.2538,      0.9486,      0.9545,      0.9553,      0.9529,      0.9493,      0.9518,      0.9715,      0.9678,      0.9694,      0.9835,      0.9826,      0.9879,      0.993,       0.9985,      0.9974,      0.0003388,   0.2637,      0.998,       0.8351,      0.6197,      0.6701,      1e-05,       1e-05,       0.0625,      0.1623,      0.9441,      0.7889,      0.7539,      0.6255,      0.02552,     0.00477,     0.02052,     0.44,        0.02078,     0.44
1450,        0.0963,      0.2462,      0.1179,      0.4112,      0.4335,      0.1147,      0.3185,      0.09389,     0.01552,     0.1148,      0.004512,    0.1867,      0.1953,      0.28,        0.1474,      0.147,       0.6145,      0.8142,      0.1006,      0.09706,     0.0532,      0.04231,     0.314,       0.9504,      0.9605,      0.958,       0.953,       0.9502,      0.9546,      0.9506,      0.01182,     0.1028,      0.0003025,   2.588e-05,   0.9988,      0.9999,      0.9999,      0.9994,      0.9999,      0.9954,      0.0919,      0.7473,      0.3732,      0.4523,      0.5321,      0.2814,      0.9538,      0.9595,      0.9602,      0.9584,      0.9547,      0.9583,      0.9753,      0.9715,      0.973,       0.986,       0.9854,      0.9897,      0.9933,      0.9987,      0.9984,      0.0001272,   0.2237,      0.9978,      0.7926,      0.5378,      0.7065,      1e-05,       1e-05,       0.1056,      0.1367,      0.9226,      0.8002,      0.7724,      0.5655,      0.02378,     0.00465,     0.01494,     0.4374,      0.04231,     0.4901
1500,        0.15,        0.23,        0.1,         0.193,       0.51,        0.1765,      0.4,         0.144,       0.03436,     0.171,       0.01204,     0.2557,      0.2655,      0.3528,      0.2108,      0.2097,      0.6746,      0.8461,      0.1543,      0.1543,      0.09161,     0.07563,     0.3629,      0.9555,      0.9652,      0.9626,      0.9579,      0.9556,      0.9596,      0.956,       0.01472,     0.1157,      0.0004975,   4.55e-05,    1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.9971,      0.1029,      0.769,       0.397,       0.4764,      0.56,        0.306,       0.9586,      0.9637,      0.9644,      0.9625,      0.9594,      0.964,       0.9783,      0.9748,      0.9765,      0.9883,      0.9876,      0.9917,      0.9942,      0.9998,      0.9997,      5.674e-05,   0.1946,      0.9983,      0.8367,      0.6209,      0.7348,      3.995e-05,   1.239e-05,   0.1633,      0.1402,      0.8475,      0.8052,      0.7855,      0.6359,      0.02337,     0.00427,     0.01214,     0.4343,      0.07563,     0.53
1550,        0.2136,      0.242,       0.1,         0.2365,      0.5768,      0.2513,      0.4825,      0.2069,      0.06538,     0.2371,      0.02697,     0.3305,      0.3426,      0.4286,      0.2833,      0.2813,      0.7266,      0.8733,      0.2192,      0.2162,      0.1447,      0.1217,      0.4125,      0.9594,      0.9683,      0.966,       0.9619,      0.9595,      0.9633,      0.9601,      0.01909,     0.1305,      0.0007248,   8.507e-05,   1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.9971,      0.1114,      0.7794,      0.4147,      0.4948,      0.5761,      0.3217,      0.9628,      0.9672,      0.9676,      0.9661,      0.9632,      0.9687,      0.9804,      0.9774,      0.9791,      0.9896,      0.9889,      0.9927,      0.9938,      0.9999,      0.9999,      7.805e-05,   0.2015,      0.9983,      0.8509,      0.6524,      0.7519,      0.000161,    5.81e-05,    0.2331,      0.1984,      0.7267,      0.8012,      0.8051,      0.719,       0.0254,      0.00434,     0.01314,     0.4374,      0.1217,      0.5702
1600,        0.28,        0.2768,      0.1236,      0.4754,      0.64,        0.3332,      0.56,        0.2781,      0.1094,      0.3093,      0.05205,     0.4056,      0.4175,      0.4994,      0.3593,      0.3563,      0.7697,      0.8959,      0.2908,      0.2816,      0.2069,      0.1704,      0.4621,      0.9622,      0.971,       0.969,       0.9651,      0.9627,      0.966,       0.9634,      0.02463,     0.1471,      0.001222,    0.0001545,   1.0,         0.9999,      0.9999,      0.9999,      0.9999,      0.995,       0.115,       0.7841,      0.4216,      0.5065,      0.5857,      0.3273,      0.966,       0.9701,      0.9703,      0.9689,      0.9662,      0.972,       0.9821,      0.9792,      0.9806,      0.9904,      0.9899,      0.9932,      0.9927,      0.9997,      0.9998,      0.0001738,   0.2316,      0.9984,      0.9254,      0.8107,      0.7756,      0.0007352,   0.0003349,   0.3106,      0.2675,      0.6782,      0.7926,      0.8025,      0.8507,      0.02746,     0.005,       0.01595,     0.4555,      0.1704,      0.6
1650,        0.3594,      0.298,       0.1406,      0.6889,      0.7,         0.4155,      0.6258,      0.3496,      0.1661,      0.3844,      0.0887,      0.4814,      0.4899,      0.5662,      0.4329,      0.4329,      0.8079,      0.9119,      0.3659,      0.3501,      0.2769,      0.2347,      0.5077,      0.9638,      0.9725,      0.9703,      0.9668,      0.9646,      0.9679,      0.9653,      0.03097,     0.1651,      0.001812,    0.0002683,   1.0,         0.9999,      0.9999,      0.9995,      0.9999,      0.9952,      0.1143,      0.7841,      0.4241,      0.5116,      0.59,        0.3292,      0.968,       0.9721,      0.9722,      0.9708,      0.9684,      0.9747,      0.9829,      0.9801,      0.9815,      0.9903,      0.9899,      0.9929,      0.9912,      0.9984,      0.9986,      0.000271,    0.2511,      0.9983,      0.9715,      0.9225,      0.8104,      0.00252,     0.001381,    0.3906,      0.3258,      0.723,       0.84,        0.8468,      0.9396,      0.02657,     0.00597,     0.01574,     0.4767,      0.2347,      0.6371
1700,        0.4356,      0.2963,      0.14,        0.824,       0.7436,      0.4949,      0.68,        0.4287,      0.2323,      0.4561,      0.1363,      0.5511,      0.5594,      0.6247,      0.5028,      0.5036,      0.8387,      0.9252,      0.432,       0.4212,      0.3488,      0.3036,      0.5497,      0.964,       0.9725,      0.9704,      0.9673,      0.965,       0.9683,      0.9657,      0.03707,     0.1835,      0.002542,    0.0004375,   1.0,         0.9999,      0.9999,      0.9988,      0.9998,      0.9937,      0.1136,      0.7831,      0.423,       0.5109,      0.59,        0.33,        0.9688,      0.9725,      0.9727,      0.9711,      0.969,       0.9764,      0.9824,      0.9798,      0.9814,      0.9895,      0.9892,      0.9919,      0.9892,      0.9965,      0.9968,      0.0002449,   0.2453,      0.9978,      0.9979,      0.9925,      0.8315,      0.006915,    0.004363,    0.4675,      0.3471,      0.7761,      0.8474,      0.8651,      0.983,       0.02106,     0.0066,      0.01264,     0.49,        0.3036,      0.67
1750,        0.5018,      0.2946,      0.133,       0.873,       0.7784,      0.5633,      0.7181,      0.4958,      0.3047,      0.5236,      0.1914,      0.6093,      0.62,        0.6771,      0.5686,      0.5702,      0.8629,      0.9356,      0.4998,      0.4883,      0.4211,      0.3737,      0.5885,      0.9632,      0.9715,      0.9697,      0.9668,      0.964,       0.9671,      0.965,       0.04196,     0.1951,      0.003228,    0.0005757,   1.0,         0.9999,      0.9997,      0.9979,      0.999,       0.9899,      0.1136,      0.7831,      0.4241,      0.5109,      0.593,       0.33,        0.9681,      0.9716,      0.9717,      0.9701,      0.9681,      0.977,       0.9812,      0.9788,      0.9804,      0.9882,      0.9882,      0.9905,      0.987,       0.9942,      0.995,       0.0002216,   0.2398,      0.9977,      0.9968,      0.9908,      0.853,       0.016,       0.01129,     0.5384,      0.3352,      0.8624,      0.8599,      0.8836,      0.98,        0.01786,     0.00666,     0.01,        0.4979,      0.3737,      0.6955
1800,        0.56,        0.3133,      0.1443,      0.7951,      0.8,         0.6229,      0.75,        0.5652,      0.3818,      0.5841,      0.2513,      0.6632,      0.6742,      0.721,       0.6275,      0.6281,      0.8822,      0.9432,      0.5622,      0.5511,      0.4898,      0.4423,      0.6238,      0.9619,      0.9702,      0.9682,      0.9654,      0.9625,      0.9655,      0.9636,      0.04558,     0.2007,      0.003652,    0.0006608,   1.0,         0.9999,      0.9988,      0.9969,      0.998,       0.987,       0.1157,      0.7831,      0.4273,      0.5153,      0.5952,      0.3317,      0.9666,      0.97,        0.97,        0.9686,      0.9664,      0.9763,      0.9799,      0.9776,      0.9789,      0.9869,      0.9868,      0.9891,      0.9847,      0.9924,      0.9933,      0.0003322,   0.2556,      0.9975,      0.9912,      0.9775,      0.8725,      0.03121,     0.02387,     0.6014,      0.2551,      0.9376,      0.8727,      0.8956,      0.9516,      0.01677,     0.00679,     0.009086,    0.5,         0.4423,      0.72
1850,        0.6191,      0.3693,      0.1849,      0.5949,      0.8246,      0.6739,      0.7737,      0.6214,      0.4505,      0.6379,      0.314,       0.7071,      0.7188,      0.7586,      0.6784,      0.6812,      0.8987,      0.9497,      0.6185,      0.6065,      0.5517,      0.5043,      0.6562,      0.9602,      0.9684,      0.9665,      0.9634,      0.9605,      0.9638,      0.9616,      0.04635,     0.2011,      0.00377,     0.0006868,   1.0,         0.9995,      0.9978,      0.9958,      0.9969,      0.9843,      0.12,        0.7841,      0.4325,      0.5219,      0.6,         0.3368,      0.9647,      0.9681,      0.9678,      0.9666,      0.9645,      0.975,       0.9783,      0.976,       0.9772,      0.9856,      0.9853,      0.9878,      0.9832,      0.9911,      0.9922,      0.0008561,   0.3022,      0.9969,      0.9831,      0.9583,      0.8867,      0.05323,     0.04389,     0.656,       0.1944,      0.9409,      0.8763,      0.8965,      0.8076,      0.01793,     0.00716,     0.009759,    0.5128,      0.5043,      0.7407
1900,        0.66,        0.44,        0.25,        0.4433,      0.84,        0.7158,      0.7945,      0.6717,      0.5163,      0.6841,      0.3758,      0.7456,      0.7658,      0.7902,      0.7221,      0.7279,      0.9108,      0.9532,      0.668,       0.6553,      0.6083,      0.5627,      0.6854,      0.9585,      0.9666,      0.9646,      0.9618,      0.9583,      0.9618,      0.9595,      0.04488,     0.1971,      0.003681,    0.0006537,   0.9999,      0.9984,      0.9965,      0.9943,      0.9957,      0.9805,      0.1256,      0.79,        0.4425,      0.5292,      0.61,        0.3474,      0.9624,      0.9658,      0.9655,      0.9643,      0.9623,      0.9733,      0.9768,      0.9747,      0.976,       0.9844,      0.9846,      0.9869,      0.982,       0.9903,      0.9914,      0.002534,    0.3686,      0.9969,      0.9778,      0.9454,      0.8979,      0.08298,     0.07212,     0.7019,      0.2119,      0.9254,      0.8791,      0.8993,      0.5381,      0.02145,     0.00804,     0.01129,     0.5293,      0.5627,      0.76
1950,        0.707,       0.5145,      0.3283,      0.4709,      0.8491,      0.7492,      0.8048,      0.7173,      0.5754,      0.7241,      0.4342,      0.7786,      0.7954,      0.8168,      0.7604,      0.7606,      0.9204,      0.9556,      0.7125,      0.6989,      0.6584,      0.6167,      0.7124,      0.9566,      0.9648,      0.9628,      0.9602,      0.9563,      0.9598,      0.9574,      0.04284,     0.1905,      0.003366,    0.0006034,   0.9981,      0.9974,      0.9949,      0.9927,      0.9943,      0.9772,      0.1349,      0.7935,      0.4546,      0.5417,      0.6194,      0.3581,      0.9599,      0.9634,      0.9632,      0.962,       0.96,        0.9715,      0.9757,      0.9737,      0.975,       0.9835,      0.9847,      0.9869,      0.9803,      0.9889,      0.9893,      0.00737,     0.4445,      0.9969,      0.976,       0.9425,      0.9084,      0.1197,      0.1074,      0.7397,      0.243,       0.9299,      0.8835,      0.9102,      0.2986,      0.02515,     0.01,        0.01318,     0.5529,      0.6167,      0.7775
2000,        0.743,       0.58,        0.4,         0.5741,      0.8548,      0.7754,      0.8124,      0.7583,      0.6282,      0.7545,      0.4878,      0.8056,      0.8219,      0.8384,      0.7928,      0.7936,      0.9277,      0.957,       0.7496,      0.7349,      0.701,       0.6627,      0.7365,      0.9546,      0.9629,      0.9612,      0.9584,      0.9543,      0.9575,      0.9552,      0.04076,     0.1834,      0.003121,    0.0005593,   0.9933,      0.9961,      0.9932,      0.9916,      0.993,       0.9724,      0.1455,      0.8,         0.4674,      0.5534,      0.63,        0.37,        0.9574,      0.961,       0.9609,      0.9597,      0.9576,      0.969,       0.9746,      0.9727,      0.9739,      0.9828,      0.9841,      0.9862,      0.9783,      0.9866,      0.9874,      0.01525,     0.5108,      0.9981,      0.9794,      0.9518,      0.9168,      0.1616,      0.1488,      0.7696,      0.2785,      0.94,        0.8871,      0.9235,      0.515,       0.03012,     0.01238,     0.01507,     0.57,        0.6627,      0.79
