"Wavelength","BG18",      "BG25",      "BG3",       "BG36",      "BG38",      "BG39",      "BG40",      "BG42",      "BG47",      "BG55",      "BG59",      "BG60",      "BG60HT",    "BG61",      "BG62",      "BG62HT",    "BG63",      "BG64",      "BG66",      "BG66HS",    "BG67",      "BG67HT",    "BG7",       "GG395",     "GG400",     "GG420",     "GG435",     "GG455",     "GG475",     "GG495",     "KG1",       "KG2",       "KG3",       "KG5",       "N-WG205",   "N-WG280",   "N-WG295",   "N-WG305",   "N-WG320",   "N-WG360",   "NG1",       "NG11",      "NG3",       "NG4",       "NG5",       "NG9",       "OG515",     "OG530",     "OG550",     "OG570",     "OG590",     "RG1000",    "RG610",     "RG630",     "RG645",     "RG665",     "RG695",     "RG715",     "RG780",     "RG830",     "RG850",     "RG9",       "RG905",     "S7000",     "S7005",     "S7010N",    "S8008G",    "S8022",     "S8023",     "S8612",     "S8802",     "S8806A",    "S8808",     "S8809",     "S8851",     "UG1",       "UG11",      "UG2A",      "UG5",       "VG20",      "VG9"
640,         0.175,       0.0006433,   1e-05,       0.9649,      0.581,       0.2037,      0.503,       0.1909,      0.03088,     0.1677,      0.002439,    0.1,         0.1002,      0.1744,      0.06907,     0.06912,     0.498,       0.7328,      0.04295,     0.04057,     0.01721,     0.01274,     0.037,       0.981,       0.9859,      0.9847,      0.9842,      0.9821,      0.9842,      0.9847,      0.8481,      0.902,       0.7704,      0.696,       1.0,         0.9996,      0.9988,      0.9973,      0.9968,      0.9933,      3.251e-05,   0.769,       0.1222,      0.307,       0.5578,      0.049,       0.9853,      0.9852,      0.9832,      0.9819,      0.9791,      1e-05,       0.9454,      0.7652,      0.3112,      0.004275,    1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.0001576,   0.9923,      0.9973,      0.9979,      0.05888,     1e-05,       1e-05,       0.1806,      0.31,        0.906,       0.277,       0.2216,      0.2353,      1e-05,       1e-05,       1e-05,       0.044,       0.01274,     0.107
650,         0.122,       0.0007603,   1e-05,       0.9962,      0.518,       0.1392,      0.424,       0.1366,      0.01489,     0.1149,      0.0007312,   0.06356,     0.06391,     0.1247,      0.04086,     0.04089,     0.4343,      0.6894,      0.02347,     0.02192,     0.007798,    0.005556,    0.027,       0.9801,      0.9852,      0.9841,      0.9833,      0.9811,      0.9833,      0.9835,      0.823,       0.8891,      0.7303,      0.65,        1.0,         0.9997,      0.9989,      0.9975,      0.9969,      0.993,       4.074e-05,   0.768,       0.126,       0.309,       0.5558,      0.05159,     0.9844,      0.9845,      0.9826,      0.9816,      0.98,        1e-05,       0.9655,      0.897,       0.6454,      0.07177,     1.534e-05,   1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.0001604,   0.9927,      0.9975,      0.9981,      0.05005,     1e-05,       1e-05,       0.1227,      0.3202,      0.9729,      0.2671,      0.2103,      0.341,       1e-05,       1e-05,       1e-05,       0.101,       0.005556,    0.089
660,         0.082,       0.001998,    3.783e-05,   0.9844,      0.456,       0.08981,     0.349,       0.094,       0.006663,    0.07208,     0.0001998,   0.03882,     0.03912,     0.08605,     0.02302,     0.02308,     0.3734,      0.6452,      0.01207,     0.01135,     0.003302,    0.002205,    0.0207,      0.9791,      0.9843,      0.9834,      0.9823,      0.9798,      0.9822,      0.9823,      0.797,       0.875,       0.6891,      0.604,       1.0,         0.9998,      0.9991,      0.9976,      0.997,       0.9937,      5.559e-05,   0.769,       0.1319,      0.3159,      0.5576,      0.05537,     0.9835,      0.9837,      0.982,       0.981,       0.9798,      1e-05,       0.9746,      0.9457,      0.8449,      0.3297,      0.000335,    1.589e-05,   1e-05,       1e-05,       1e-05,       1e-05,       0.0004276,   0.993,       0.9979,      0.9982,      0.04456,     1e-05,       1e-05,       0.08015,     0.3436,      0.954,       0.2641,      0.1988,      0.5866,      1e-05,       0.0003631,   1e-05,       0.227,       0.002205,    0.075
670,         0.053,       0.007995,    0.0005207,   0.8158,      0.397,       0.05537,     0.279,       0.06215,     0.002763,    0.04508,     4.929e-05,   0.02294,     0.0231,      0.05862,     0.01251,     0.01259,     0.3185,      0.6013,      0.005939,    0.005713,    0.001321,    0.0008986,   0.015,       0.9779,      0.9834,      0.9825,      0.9811,      0.9786,      0.9811,      0.981,       0.769,       0.859,       0.6451,      0.555,       1.0,         0.9998,      0.9992,      0.9977,      0.9971,      0.994,       8.318e-05,   0.774,       0.142,       0.3279,      0.5643,      0.06155,     0.9825,      0.9828,      0.9813,      0.9802,      0.9793,      1e-05,       0.9785,      0.9631,      0.9271,      0.6426,      0.00633,     6.257e-05,   1e-05,       1e-05,       1e-05,       1e-05,       0.002431,    0.9926,      0.9975,      0.9979,      0.04374,     1e-05,       1e-05,       0.05011,     0.3631,      0.675,       0.2546,      0.1818,      0.9356,      1e-05,       0.008128,    1e-05,       0.414,       0.0008986,   0.06558
680,         0.033,       0.038,       0.009561,    0.5792,      0.341,       0.03258,     0.217,       0.04026,     0.001072,    0.02711,     1.139e-05,   0.01314,     0.01336,     0.03831,     0.006564,    0.006615,    0.2695,      0.5625,      0.002832,    0.002706,    0.0005023,   0.0003566,   0.01103,     0.9766,      0.9824,      0.9814,      0.9799,      0.9772,      0.9799,      0.9795,      0.738,       0.8407,      0.5988,      0.505,       1.0,         0.9999,      0.9993,      0.9977,      0.9972,      0.9941,      0.0001321,   0.781,       0.156,       0.348,       0.5773,      0.07039,     0.9815,      0.9818,      0.9805,      0.9793,      0.9784,      1e-05,       0.9806,      0.9711,      0.9589,      0.8339,      0.07498,     0.0004487,   1e-05,       1e-05,       1e-05,       1e-05,       0.01696,     0.9933,      0.9978,      0.9984,      0.04445,     1e-05,       1e-05,       0.03002,     0.3854,      0.3253,      0.2402,      0.1619,      0.9473,      4.43e-05,    0.05,        4.743e-05,   0.595,       0.0003566,   0.05811
690,         0.01992,     0.118,       0.09566,     0.7712,      0.289,       0.01825,     0.165,       0.02523,     0.0003923,   0.01583,     1e-05,       0.007409,    0.007552,    0.02506,     0.003364,    0.003406,    0.2267,      0.5212,      0.00132,     0.00131,     0.0001842,   0.0001258,   0.00861,     0.9753,      0.9812,      0.9803,      0.9785,      0.9759,      0.9783,      0.9779,      0.702,       0.8199,      0.5497,      0.45,        1.0,         0.9999,      0.9994,      0.9978,      0.9973,      0.9948,      0.0002104,   0.789,       0.172,       0.3685,      0.5891,      0.081,       0.9802,      0.9807,      0.9796,      0.9784,      0.9773,      1e-05,       0.9815,      0.9747,      0.9706,      0.9205,      0.3367,      0.005351,    1e-05,       1e-05,       1e-05,       1.925e-05,   0.07804,     0.9933,      0.9982,      0.9988,      0.03929,     1e-05,       1e-05,       0.01724,     0.4354,      0.5335,      0.2435,      0.1566,      0.9717,      0.00246,     0.138,       0.003525,    0.727,       0.0001258,   0.05297
700,         0.012,       0.219,       0.359,       0.9289,      0.243,       0.009545,    0.123,       0.01516,     0.0001382,   0.009032,    1e-05,       0.004338,    0.004483,    0.01619,     0.001703,    0.001849,    0.19,        0.4821,      0.0006092,   0.0006095,   8.097e-05,   4.383e-05,   0.00691,     0.9739,      0.98,        0.9792,      0.9771,      0.9745,      0.9769,      0.9763,      0.664,       0.798,       0.4982,      0.398,       1.0,         0.9999,      0.9995,      0.9979,      0.9974,      0.9944,      0.0003243,   0.792,       0.1871,      0.387,       0.5993,      0.09104,     0.9789,      0.9796,      0.9786,      0.9775,      0.9762,      1e-05,       0.9817,      0.9763,      0.976,       0.9567,      0.6612,      0.059,       1e-05,       1e-05,       1e-05,       0.006397,    0.2159,      0.9933,      0.9983,      0.9989,      0.04328,     1e-05,       1e-05,       0.009713,    0.4973,      0.8328,      0.2805,      0.1669,      0.9941,      0.0282,      0.222,       0.04381,     0.799,       4.383e-05,   0.04985
710,         0.00699,     0.286,       0.655,       0.9529,      0.203,       0.00477,     0.089,       0.008398,    4.699e-05,   0.005056,    1e-05,       0.002421,    0.002369,    0.01049,     0.0008557,   0.0008801,   0.1594,      0.4471,      0.0002779,   0.0002798,   2.428e-05,   1.529e-05,   0.00562,     0.9723,      0.9788,      0.978,       0.9757,      0.973,       0.9754,      0.9746,      0.628,       0.774,       0.4482,      0.347,       1.0,         0.9999,      0.9996,      0.998,       0.9975,      0.9953,      0.0004624,   0.793,       0.2,         0.4,         0.6038,      0.1,         0.9774,      0.9784,      0.9776,      0.9764,      0.9748,      1e-05,       0.9817,      0.9769,      0.9779,      0.9719,      0.8508,      0.311,       1.422e-05,   1e-05,       1e-05,       0.09896,     0.38,        0.9923,      0.9982,      0.9988,      0.04748,     1e-05,       1e-05,       0.005318,    0.5003,      0.8975,      0.2892,      0.1651,      0.9983,      0.1395,      0.278,       0.1482,      0.829,       1.529e-05,   0.04816
720,         0.004,       0.314,       0.846,       0.8502,      0.168,       0.002404,    0.064,       0.004946,    1.561e-05,   0.002809,    1e-05,       0.001378,    0.001335,    0.006864,    0.0004359,   0.0004531,   0.134,       0.414,       0.000129,    0.0001318,   1e-05,       1e-05,       0.00471,     0.9708,      0.9774,      0.9767,      0.9742,      0.9714,      0.9739,      0.9729,      0.5921,      0.7499,      0.3989,      0.299,       1.0,         0.9999,      0.9997,      0.9981,      0.9976,      0.9957,      0.0006152,   0.791,       0.2094,      0.408,       0.6035,      0.1074,      0.976,       0.9771,      0.9765,      0.9752,      0.9734,      1e-05,       0.9812,      0.9768,      0.9783,      0.9788,      0.9295,      0.6665,      3.155e-05,   1e-05,       1e-05,       0.3571,      0.5179,      0.9933,      0.9985,      0.9989,      0.05215,     1e-05,       1e-05,       0.002878,    0.4765,      0.7394,      0.2842,      0.1594,      0.9879,      0.2686,      0.283,       0.2701,      0.832,       1e-05,       0.04695
730,         0.002294,    0.3205,      0.938,       0.1533,      0.139,       0.001205,    0.0457,      0.002764,    1e-05,       0.001576,    1e-05,       0.0007905,   0.0007666,   0.004501,    0.0002284,   0.000236,    0.1133,      0.3852,      6.14e-05,    6.345e-05,   1e-05,       1e-05,       0.003974,    0.9691,      0.976,       0.9754,      0.9726,      0.9698,      0.9722,      0.9712,      0.553,       0.725,       0.3535,      0.255,       1.0,         0.9999,      0.9997,      0.9982,      0.9977,      0.9952,      0.0007998,   0.786,       0.217,       0.4117,      0.6003,      0.1134,      0.9744,      0.9758,      0.9753,      0.9737,      0.9718,      1e-05,       0.9802,      0.9763,      0.9781,      0.9817,      0.9596,      0.8663,      0.0001255,   1.025e-05,   1e-05,       0.6334,      0.623,       0.9942,      0.9986,      0.999,       0.05249,     1e-05,       1e-05,       0.00155,     0.3768,      0.07187,     0.2264,      0.1295,      0.8645,      0.3682,      0.24,        0.3772,      0.818,       1e-05,       0.04597
740,         0.001333,    0.319,       0.976,       0.0026,      0.115,       0.0006007,   0.032,       0.001476,    1e-05,       0.0008774,   1e-05,       0.0004644,   0.0004521,   0.003032,    0.0001222,   0.0001276,   0.09696,     0.3593,      3.033e-05,   3.181e-05,   1e-05,       1e-05,       0.00355,     0.9675,      0.9746,      0.974,       0.9708,      0.968,       0.9704,      0.9695,      0.517,       0.699,       0.3084,      0.214,       1.0,         0.9999,      0.9998,      0.9983,      0.9978,      0.9959,      0.0009863,   0.782,       0.223,       0.4134,      0.5948,      0.1186,      0.9727,      0.9743,      0.974,       0.9722,      0.9702,      1e-05,       0.9791,      0.9756,      0.9775,      0.9826,      0.9716,      0.941,       0.0009334,   2.262e-05,   1e-05,       0.8095,      0.7044,      0.993,       0.9982,      0.9987,      0.02429,     1e-05,       1e-05,       0.0008691,   0.04625,     1e-05,       0.01541,     0.02216,     0.5461,      0.4499,      0.185,       0.4822,      0.795,       1e-05,       0.04533
750,         0.000775,    0.315,       0.9856,      0.00526,     0.095,       0.0003062,   0.02267,     0.000886,    1e-05,       0.0005015,   1e-05,       0.0002818,   0.0002747,   0.002113,    6.774e-05,   7.146e-05,   0.08151,     0.3369,      1.534e-05,   1.671e-05,   1e-05,       1e-05,       0.003317,    0.9657,      0.9731,      0.9724,      0.9689,      0.9662,      0.9686,      0.9677,      0.477,       0.671,       0.2645,      0.178,       1.0,         0.9999,      0.9998,      0.9983,      0.9979,      0.9944,      0.001208,    0.776,       0.227,       0.4135,      0.5873,      0.1228,      0.971,       0.9728,      0.9726,      0.9706,      0.9686,      1e-05,       0.9782,      0.9749,      0.9765,      0.9828,      0.9759,      0.9666,      0.008941,    5.207e-05,   1e-05,       0.8952,      0.7693,      0.9944,      0.9987,      0.9992,      0.02797,     1e-05,       1e-05,       0.0004709,   0.08774,     1e-05,       0.03008,     0.02719,     0.5475,      0.4798,      0.136,       0.4969,      0.769,       1e-05,       0.04479
760,         0.000457,    0.3109,      0.9881,      0.146,       0.078,       0.0001568,   0.0158,      0.0005196,   1e-05,       0.0002924,   1e-05,       0.0001794,   0.0001741,   0.001465,    3.935e-05,   4.179e-05,   0.07097,     0.3175,      1e-05,       1e-05,       1e-05,       1e-05,       0.003182,    0.9639,      0.9716,      0.9706,      0.9669,      0.9643,      0.9667,      0.9659,      0.4393,      0.6428,      0.2263,      0.145,       1.0,         0.9999,      0.9999,      0.9984,      0.998,       0.9958,      0.001469,    0.77,        0.231,       0.4115,      0.5797,      0.1268,      0.9693,      0.9713,      0.9711,      0.9691,      0.9669,      1e-05,       0.9771,      0.974,       0.9754,      0.9826,      0.9775,      0.9757,      0.06268,     0.0001421,   1.507e-05,   0.9306,      0.8221,      0.9922,      0.9978,      0.9983,      0.05401,     1e-05,       1e-05,       0.000268,    0.2625,      0.009719,    0.1564,      0.08913,     0.7924,      0.4419,      0.097,       0.416,       0.743,       1e-05,       0.04422
770,         0.0002754,   0.3079,      0.9894,      0.5782,      0.066,       8.431e-05,   0.01138,     0.0003134,   1e-05,       0.0001764,   1e-05,       0.0001187,   0.0001155,   0.001094,    2.448e-05,   2.577e-05,   0.0627,      0.3011,      1e-05,       1e-05,       1e-05,       1e-05,       0.00308,     0.9621,      0.9702,      0.9691,      0.965,       0.9623,      0.9649,      0.9641,      0.4012,      0.613,       0.1901,      0.116,       1.0,         0.9999,      0.9999,      0.9985,      0.9981,      0.9958,      0.001738,    0.765,       0.234,       0.409,       0.5707,      0.1297,      0.9676,      0.9697,      0.9697,      0.9676,      0.9652,      1e-05,       0.9761,      0.9727,      0.9742,      0.9822,      0.978,       0.9791,      0.2345,      0.0005562,   3.444e-05,   0.9442,      0.8634,      0.9949,      0.9989,      0.999,       0.07056,     1e-05,       1e-05,       0.0001513,   0.3179,      0.2723,      0.2397,      0.1371,      0.9394,      0.3736,      0.067,       0.3251,      0.719,       1e-05,       0.04387
780,         0.0001734,   0.3057,      0.9899,      0.4586,      0.055,       4.649e-05,   0.00825,     0.0001872,   1e-05,       0.0001106,   1e-05,       8.223e-05,   8.046e-05,   0.0008376,   1.61e-05,    1.695e-05,   0.05639,     0.2879,      1e-05,       1e-05,       1e-05,       1e-05,       0.003032,    0.9604,      0.9687,      0.9676,      0.9633,      0.9604,      0.9632,      0.9623,      0.3658,      0.584,       0.1584,      0.092,       1.0,         0.9999,      0.9999,      0.9985,      0.9982,      0.9952,      0.002046,    0.758,       0.236,       0.405,       0.561,       0.132,       0.966,       0.9681,      0.9682,      0.9661,      0.9635,      1e-05,       0.9748,      0.9713,      0.973,       0.9818,      0.9779,      0.9802,      0.4959,      0.002044,    8.542e-05,   0.9467,      0.8957,      0.9933,      0.9988,      0.999,       0.07483,     1e-05,       1e-05,       9.133e-05,   0.288,       0.2269,      0.2379,      0.1396,      0.9316,      0.3298,      0.047,       0.3076,      0.698,       1e-05,       0.04354
790,         0.0001109,   0.3043,      0.9901,      0.04187,     0.047,       2.707e-05,   0.00571,     0.0001157,   1e-05,       7.226e-05,   1e-05,       6.013e-05,   5.856e-05,   0.0006491,   1.109e-05,   1.17e-05,    0.05125,     0.2763,      1e-05,       1e-05,       1e-05,       1e-05,       0.003009,    0.9587,      0.9673,      0.9662,      0.9616,      0.9585,      0.9616,      0.9604,      0.329,       0.553,       0.1302,      0.072,       1.0,         0.9999,      0.9999,      0.9986,      0.9983,      0.9946,      0.00236,     0.751,       0.237,       0.401,       0.5511,      0.134,       0.9644,      0.9665,      0.9668,      0.9644,      0.9617,      2.575e-05,   0.9736,      0.97,        0.9719,      0.9814,      0.9773,      0.9805,      0.7222,      0.007784,    0.0002412,   0.9462,      0.9207,      0.9928,      0.9983,      0.999,       0.06097,     1e-05,       1e-05,       5.627e-05,   0.1602,      0.005137,    0.1188,      0.08357,     0.7605,      0.3068,      0.033,       0.302,       0.6789,      1e-05,       0.04328
800,         7.603e-05,   0.3037,      0.9902,      0.0008615,   0.04002,     1.679e-05,   0.004252,    7.768e-05,   1e-05,       4.934e-05,   1e-05,       4.553e-05,   4.502e-05,   0.0005193,   1e-05,       1e-05,       0.04771,     0.2682,      1e-05,       1e-05,       1e-05,       1e-05,       0.002994,    0.9569,      0.966,       0.9649,      0.96,        0.9565,      0.96,        0.9586,      0.2936,      0.5237,      0.1066,      0.056,       1.0,         0.9999,      0.9999,      0.9987,      0.9983,      0.9965,      0.00271,     0.744,       0.238,       0.397,       0.5424,      0.1359,      0.9627,      0.9649,      0.9652,      0.9629,      0.96,        8.394e-05,   0.9724,      0.9688,      0.9708,      0.9809,      0.9766,      0.9805,      0.8585,      0.02968,     0.001156,    0.9442,      0.939,       0.9939,      0.9984,      0.9992,      0.03835,     1e-05,       1e-05,       3.721e-05,   0.05938,     1e-05,       0.0334,      0.03197,     0.5049,      0.2769,      0.024,       0.2694,      0.665,       1e-05,       0.04315
810,         5.164e-05,   0.3043,      0.9901,      0.01212,     0.03491,     1.129e-05,   0.003366,    5.462e-05,   1e-05,       3.526e-05,   1e-05,       3.683e-05,   3.656e-05,   0.0004547,   1e-05,       1e-05,       0.04471,     0.2611,      1e-05,       1e-05,       1e-05,       1e-05,       0.002991,    0.9551,      0.9646,      0.9635,      0.9583,      0.9547,      0.9583,      0.9569,      0.265,       0.494,       0.08548,     0.04211,     1.0,         0.9999,      0.9999,      0.9987,      0.9984,      0.9946,      0.003039,    0.738,       0.2375,      0.392,       0.5337,      0.1369,      0.9612,      0.9633,      0.9633,      0.9613,      0.9583,      0.0002455,   0.9713,      0.9676,      0.9698,      0.9804,      0.976,       0.9804,      0.9277,      0.09936,     0.00525,     0.9414,      0.952,       0.9958,      0.9987,      0.9995,      0.02828,     1e-05,       1e-05,       2.547e-05,   0.02875,     1e-05,       0.01205,     0.01562,     0.5805,      0.2416,      0.018,       0.2291,      0.655,       1e-05,       0.04327
820,         3.784e-05,   0.306,       0.99,        0.2111,      0.0308,      1e-05,       0.00278,     3.995e-05,   1e-05,       2.638e-05,   1e-05,       3.115e-05,   3.119e-05,   0.0003958,   1e-05,       1e-05,       0.04271,     0.2558,      1e-05,       1e-05,       1e-05,       1e-05,       0.003,       0.9535,      0.9633,      0.9622,      0.9568,      0.953,       0.9568,      0.9553,      0.2349,      0.464,       0.06913,     0.03171,     1.0,         0.9999,      0.9999,      0.9988,      0.9985,      0.9954,      0.003391,    0.73,        0.237,       0.386,       0.523,       0.1376,      0.9597,      0.9617,      0.9618,      0.9599,      0.9566,      0.0006502,   0.9702,      0.9666,      0.9688,      0.9799,      0.9754,      0.9802,      0.9614,      0.2604,      0.02363,     0.9377,      0.9611,      0.9942,      0.9989,      0.9991,      0.07119,     1e-05,       1e-05,       1.846e-05,   0.151,       0.02121,     0.1434,      0.09677,     0.8305,      0.2091,      0.01382,     0.1934,      0.6476,      1e-05,       0.04381
830,         2.904e-05,   0.3089,      0.9897,      0.5842,      0.02761,     1e-05,       0.00234,     3.059e-05,   1e-05,       2.067e-05,   1e-05,       2.752e-05,   2.793e-05,   0.0003721,   1e-05,       1e-05,       0.04174,     0.2539,      1e-05,       1e-05,       1e-05,       1e-05,       0.003035,    0.9521,      0.962,       0.9609,      0.9552,      0.9515,      0.9554,      0.9537,      0.2082,      0.4342,      0.05533,     0.02311,     1.0,         0.9999,      0.9999,      0.9988,      0.9985,      0.9921,      0.00373,     0.722,       0.236,       0.3807,      0.5142,      0.1381,      0.9582,      0.9603,      0.9607,      0.9586,      0.9551,      0.001551,    0.9692,      0.9657,      0.9679,      0.9793,      0.9749,      0.98,        0.9778,      0.4901,      0.0914,      0.9327,      0.9674,      0.9951,      0.9989,      0.9993,      0.09166,     1e-05,       1e-05,       1.353e-05,   0.2257,      0.2662,      0.2533,      0.1552,      0.9396,      0.1812,      0.01088,     0.1638,      0.6436,      1e-05,       0.04462
840,         2.323e-05,   0.3122,      0.9895,      0.8398,      0.02539,     1e-05,       0.002062,    2.447e-05,   1e-05,       1.694e-05,   1e-05,       2.593e-05,   2.564e-05,   0.000353,    1e-05,       1e-05,       0.04061,     0.2511,      1e-05,       1e-05,       1e-05,       1e-05,       0.003117,    0.9507,      0.9607,      0.9596,      0.9537,      0.9501,      0.9541,      0.9522,      0.1824,      0.408,       0.04313,     0.01632,     1.0,         0.9999,      0.9999,      0.9989,      0.9986,      0.9979,      0.004067,    0.717,       0.235,       0.375,       0.5055,      0.1377,      0.9568,      0.9591,      0.9597,      0.9574,      0.9537,      0.003371,    0.9684,      0.9649,      0.9671,      0.9788,      0.9744,      0.9798,      0.9858,      0.6987,      0.261,       0.9271,      0.9715,      0.9956,      0.9981,      0.9989,      0.1038,      1e-05,       1e-05,       1.144e-05,   0.2563,      0.6804,      0.3224,      0.1911,      0.9835,      0.1584,      0.009121,    0.1408,      0.642,       1e-05,       0.04547
850,         1.907e-05,   0.3157,      0.9892,      0.809,       0.02341,     1e-05,       0.00188,     2.086e-05,   1e-05,       1.452e-05,   1e-05,       2.497e-05,   2.372e-05,   0.0003372,   1e-05,       1e-05,       0.04057,     0.2523,      1e-05,       1e-05,       1e-05,       1e-05,       0.00324,     0.9496,      0.9595,      0.9585,      0.9523,      0.9489,      0.9529,      0.9507,      0.1581,      0.3822,      0.03387,     0.01135,     1.0,         0.9999,      0.9999,      0.999,       0.9987,      0.9985,      0.004328,    0.709,       0.234,       0.368,       0.4955,      0.1368,      0.9553,      0.9579,      0.9589,      0.9563,      0.9524,      0.006757,    0.9677,      0.9642,      0.9664,      0.9782,      0.974,       0.9796,      0.9902,      0.8366,      0.5003,      0.9212,      0.9741,      0.9939,      0.9983,      0.9986,      0.1097,      1e-05,       1e-05,       1e-05,       0.2499,      0.7069,      0.3397,      0.203,       0.9833,      0.1402,      0.007965,    0.1232,      0.6443,      1e-05,       0.04674
860,         1.661e-05,   0.32,        0.9889,      0.333,       0.02183,     1e-05,       0.001734,    1.861e-05,   1e-05,       1.297e-05,   1e-05,       2.632e-05,   2.639e-05,   0.0003277,   1e-05,       1e-05,       0.04065,     0.2522,      1e-05,       1e-05,       1e-05,       1e-05,       0.00337,     0.9486,      0.9584,      0.9574,      0.951,       0.9478,      0.9516,      0.9493,      0.1377,      0.3557,      0.02668,     0.00772,     1.0,         0.9999,      0.9999,      0.999,       0.9987,      0.9952,      0.004614,    0.703,       0.231,       0.363,       0.4857,      0.135,       0.954,       0.957,       0.9581,      0.9553,      0.9514,      0.01254,     0.9671,      0.9636,      0.9658,      0.9777,      0.9737,      0.9795,      0.991,       0.9189,      0.7037,      0.9148,      0.9757,      0.994,       0.9985,      0.9977,      0.1057,      1e-05,       1e-05,       1e-05,       0.2056,      0.23,        0.2978,      0.1797,      0.9003,      0.125,       0.007014,    0.1173,      0.6463,      1e-05,       0.04781
870,         1.474e-05,   0.325,       0.9886,      0.2481,      0.02077,     1e-05,       0.001644,    1.773e-05,   1e-05,       1.207e-05,   1e-05,       2.877e-05,   2.872e-05,   0.0003291,   1e-05,       1e-05,       0.04149,     0.2539,      1e-05,       1e-05,       1e-05,       1e-05,       0.003515,    0.9476,      0.9574,      0.9563,      0.9498,      0.9467,      0.9504,      0.9481,      0.1206,      0.33,        0.02066,     0.0053,      1.0,         0.9999,      0.9999,      0.9991,      0.9988,      0.9962,      0.004761,    0.694,       0.23,        0.358,       0.4796,      0.133,       0.9527,      0.9562,      0.9573,      0.9544,      0.9504,      0.02229,     0.9667,      0.963,       0.9653,      0.9772,      0.9734,      0.9794,      0.9919,      0.9582,      0.8376,      0.9076,      0.9764,      0.9964,      0.9989,      0.9993,      0.0977,      1e-05,       1e-05,       1e-05,       0.1562,      0.07556,     0.2009,      0.1442,      0.8321,      0.1123,      0.006255,    0.1091,      0.6476,      1e-05,       0.0489
880,         1.331e-05,   0.332,       0.9883,      0.1625,      0.02026,     1e-05,       0.001622,    1.585e-05,   1e-05,       1.167e-05,   1e-05,       2.856e-05,   3.41e-05,    0.0003728,   1e-05,       1e-05,       0.04238,     0.2592,      1e-05,       1e-05,       1e-05,       1e-05,       0.003723,    0.9467,      0.9565,      0.9552,      0.9489,      0.9457,      0.9492,      0.9468,      0.1047,      0.3054,      0.01585,     0.003839,    1.0,         0.9999,      0.9999,      0.9991,      0.9988,      0.9942,      0.00515,     0.685,       0.227,       0.353,       0.4735,      0.1325,      0.9514,      0.9555,      0.9566,      0.9535,      0.9495,      0.03617,     0.9663,      0.9625,      0.9649,      0.9767,      0.9732,      0.9795,      0.9924,      0.9768,      0.9053,      0.8989,      0.9765,      0.997,       0.9993,      0.9989,      0.09302,     1e-05,       1e-05,       1e-05,       0.1342,      0.08345,     0.1332,      0.1193,      0.792,       0.1019,      0.005892,    0.1008,      0.6487,      1e-05,       0.05036
890,         1.245e-05,   0.3368,      0.988,       0.4256,      0.02,        1e-05,       0.00167,     1.546e-05,   1e-05,       1.169e-05,   1e-05,       3.182e-05,   3.233e-05,   0.0003944,   1e-05,       1e-05,       0.04391,     0.2601,      1e-05,       1e-05,       1e-05,       1e-05,       0.004074,    0.9457,      0.9555,      0.9541,      0.948,       0.9446,      0.9482,      0.9456,      0.0915,      0.284,       0.01195,     0.002716,    1.0,         0.9999,      0.9999,      0.9992,      0.9989,      0.9952,      0.005234,    0.681,       0.223,       0.347,       0.4636,      0.1319,      0.9501,      0.9548,      0.9559,      0.9527,      0.9488,      0.05218,     0.9659,      0.9619,      0.9644,      0.9763,      0.973,       0.9795,      0.9927,      0.9852,      0.9399,      0.8889,      0.9762,      0.9965,      0.9985,      0.9976,      0.1124,      1e-05,       1e-05,       1e-05,       0.1547,      0.2096,      0.2573,      0.1714,      0.7927,      0.09311,     0.005834,    0.09226,     0.6518,      1e-05,       0.053
900,         1.188e-05,   0.3438,      0.9877,      0.6394,      0.01991,     1e-05,       0.001752,    1.593e-05,   1e-05,       1.211e-05,   1e-05,       3.559e-05,   3.719e-05,   0.0004116,   1e-05,       1e-05,       0.04619,     0.2661,      1e-05,       1e-05,       1e-05,       1e-05,       0.004627,    0.9448,      0.9547,      0.9531,      0.9471,      0.9436,      0.9474,      0.9443,      0.07971,     0.2652,      0.009471,    0.00199,     1.0,         0.9999,      0.9999,      0.9993,      0.9989,      0.9961,      0.005543,    0.675,       0.221,       0.341,       0.4585,      0.132,       0.9491,      0.9542,      0.9552,      0.952,       0.948,       0.0767,      0.9656,      0.9614,      0.9641,      0.9759,      0.9729,      0.9796,      0.9929,      0.9899,      0.9565,      0.8776,      0.9754,      0.9965,      0.9977,      0.9949,      0.1301,      1e-05,       1e-05,       1e-05,       0.1799,      0.4115,      0.3362,      0.219,       0.7931,      0.08686,     0.005948,    0.08992,     0.6543,      1e-05,       0.05608
